,user,text,favorite_count,retweet_count,created_at,cleaned_tweet,polarity,subjectivity
157,elonmusk,An eye for an eye leaves everyone blind https://t.co/pQztPvR4uI,96350,11562,2022-10-09,eye eye leaves everyone blind,-0.5,0.6666666666666666
158,elonmusk,@EvaFoxU Perhaps we can talk again today?,2901,116,2022-10-09,perhaps we can talk again today,0.0,0.0
159,elonmusk,"@spideycyp_155 @EvaFoxU True, Starlink provided a decisive battlefield advantage",5355,281,2022-10-09,true starlink provided decisive battlefield advantage,0.35,0.65
160,elonmusk,@EvaFoxU I’ve been up all night trying to think of any possible way to de-escalate this war,24749,2618,2022-10-09,i ve been up all night trying think any possible way de escalate this war,0.0,1.0
161,elonmusk,@EvaFoxU Feels so long ago. A pleasant memory :),15700,474,2022-10-09,feels so long ago pleasant memory,0.3416666666666666,0.6833333333333333
162,elonmusk,https://t.co/VvGa39qAyE,102046,7270,2022-10-09,,0.0,0.0
163,elonmusk,@NASASpaceflight Double-header,11633,530,2022-10-08,double header,0.0,0.0
164,elonmusk,@davidmarcus @PayPal Agreed,33569,2559,2022-10-08,agreed,0.0,0.0
165,elonmusk,@Rainmaker1973 Beautiful,27070,760,2022-10-08,beautiful,0.85,1.0
166,elonmusk,@andst7 💯,26168,1116,2022-10-08,,0.0,0.0
167,elonmusk,"@kanyewest Welcome back to Twitter, my friend!",489241,27250,2022-10-08,welcome back twitter my friend,0.4,0.45
168,elonmusk,@muskQu0tes 💯,23720,758,2022-10-08,,0.0,0.0
169,elonmusk,"@wintonARK Dojo uses bf16, so actual performance difference vs 64 bit is much less than it would seem, since you truncate so many useless zeroes &amp; round from there",5704,385,2022-10-08,dojo uses bf16 so actual performance difference vs 64 bit is much less than it would seem since you truncate so many useless zeroes amp round there,-0.07333333333333333,0.2533333333333333
170,elonmusk,@sashayanshin 🤣,78367,1948,2022-10-08,,0.0,0.0
171,elonmusk,@SirineAti @SpaceX Two Dragons on @Space_Station,16517,697,2022-10-08,two dragons,0.0,0.0
172,elonmusk,@Teslarati @ajtourville @JohnnaCrider1 Can’t wait to see this beast in action!,15149,808,2022-10-07,can t wait see this beast action,0.1,0.1
173,elonmusk,@WholeMarsBlog Even better build coming next week,14961,756,2022-10-07,even better build coming next week,0.25,0.25
174,elonmusk,"@dogeofficialceo @spideycyp_155 @SawyerMerritt @ChristopherJM @FT @MehulAtLarge @felschwartz Quite a few. Trying to do the right thing, which is not always clear.",5826,358,2022-10-07,quite few trying do right thing which is not always clear,0.06190476190476191,0.33968253968253964
175,elonmusk,@spideycyp_155 @SawyerMerritt @ChristopherJM @FT @MehulAtLarge @felschwartz I am in regular contact with Fedorov,4062,179,2022-10-07,i am regular contact with fedorov,0.0,0.07692307692307693
176,elonmusk,"@ChristopherJM @FT @MehulAtLarge @felschwartz Bad reporting by FT. This article falsely claims that Starlink terminals &amp; service were paid for, when only a small percentage have been. 

This operation has cost SpaceX $80M &amp; will exceed $100M by end of year.

As for what’s happening on the battlefield, that’s classified.",37330,3875,2022-10-07,bad reporting by ft this article falsely claims that starlink terminals amp service were paid when only small percentage have been this operation has cost spacex 80m amp will exceed 100m by end year as what s happening battlefield that s classified,-0.33749999999999997,0.6666666666666666
177,elonmusk,@skorusARK Starlink will provide the vast majority of bandwidth from space,2865,196,2022-10-07,starlink will provide vast majority bandwidth space,0.0,1.0
178,elonmusk,"@RGVaerialphotos You’d need an electric propeller mounted on the tow hitch to go faster than a few knots. 

There might a creative wheel hub design that can generate meaningful thrust.",3315,239,2022-10-07,you d need electric propeller mounted tow hitch go faster than few knots there might creative wheel hub design that can generate meaningful,0.26666666666666666,0.5333333333333333
179,elonmusk,@EvaFoxU Norway rocks! ♥️♥️ 🇳🇴 🇳🇴,21764,842,2022-10-07,norway rocks,0.0,0.0
180,elonmusk,"In case you missed Tesla AI Day 2022
https://t.co/Sbu0peXpY1",42505,3041,2022-10-07,case you missed tesla ai day 2022,0.0,0.0
181,elonmusk,@skorusARK Satellite constellation capability comes down to tonnage to orbit per year times capability per ton,4559,283,2022-10-07,satellite constellation capability comes down tonnage orbit per year times capability per ton,-0.15555555555555559,0.2888888888888889
182,elonmusk,SpaceX Dragon docking with @Space_Station (extended video) https://t.co/AFBDKHddgI,56586,6256,2022-10-07,spacex dragon docking with extended video,0.0,0.0
183,elonmusk,@Teslaconomics Very intense 7 days indeed,29986,1079,2022-10-07,very intense 7 days indeed,0.26,1.0
184,elonmusk,@alifarhat79 @NotParagAgrawal 🤣,23596,591,2022-10-07,,0.0,0.0
185,elonmusk,@BillyM2k 🤣💯,15896,474,2022-10-07,,0.0,0.0
186,elonmusk,"@stevenmarkryan @nichegamer @Twitter Personally, I like the latter, but to each their own",4119,216,2022-10-07,personally i like latter but each their own,0.19999999999999998,0.43333333333333335
187,elonmusk,@stevenmarkryan @nichegamer @Twitter I think being able to dial the content you see from “warm &amp; fuzzy” all the way to “bring it on mf!” is the way to go,7087,743,2022-10-07,i think being able dial content you see warm amp fuzzy all way bring it mf is way go,0.55,0.6125
188,elonmusk,"@nichegamer @Twitter Software engineering, server operations &amp; design will rule the roost",3243,265,2022-10-07,software engineering server operations amp design will rule roost,0.0,0.0
189,elonmusk,@nichegamer @Twitter There will be very rapid product evolution,3253,255,2022-10-07,there will be very rapid product evolution,0.2,0.3
